date;time;severity;message;
2023-05-26;23:38:29.839;DriverVerbose;OpcUaServer: Shutting down the TCP network layer;
2023-05-26;23:38:29.839;CoreInfo;Persistent memory: Clearing active flags;
2023-05-26;23:38:29.839;CoreInfo;Persistent memory: Defragmenting;
2023-05-26;23:38:29.839;DriverWarning;MBDRV: Timeout is too big (100ms, should be < 50ms);
2023-05-26;23:38:29.839;DriverVerbose;MonarcoHatDrv: LibMonarco: monarco_init: OK;
2023-05-26;23:38:29.840;CoreWarning;Configuration has been started.;
2023-05-26;23:38:29.840;CoreInfo;Persistent memory: used 0 blocks (0 Bytes); unused 0 blocks (0 Bytes); free 1 blocks (10232 Bytes);
2023-05-26;23:38:30.779;CoreWarning;Swapping configurations;
2023-05-26;23:38:49.890;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=4;
2023-05-26;23:38:49.890;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,04,BB,05);
2023-05-26;23:38:49.890;DriverVerbose;MBDRV: res=0, received 13 bytes (F7,03,08,18,0C,07,0F,20,1B,00,00,6A,87);
2023-05-26;23:38:49.890;DriverRead;MBDRV: Response to read command OK (res=0, item='running_data', slave=247, addr=65535, func=3 (read holding registers), count=4, val1=0x180C, val2=0x070F;
2023-05-26;23:38:59.940;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=4;
2023-05-26;23:38:59.940;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,04,BB,05);
2023-05-26;23:38:59.940;DriverVerbose;MBDRV: res=0, received 13 bytes (F7,03,08,18,0C,07,0F,20,25,00,00,0B,4B);
2023-05-26;23:38:59.940;DriverRead;MBDRV: Response to read command OK (res=0, item='running_data', slave=247, addr=65535, func=3 (read holding registers), count=4, val1=0x180C, val2=0x070F;
2023-05-26;23:39:09.990;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=4;
2023-05-26;23:39:09.990;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,04,BB,05);
2023-05-26;23:39:09.990;DriverVerbose;MBDRV: res=0, received 13 bytes (F7,03,08,18,0C,07,0F,20,2F,00,00,2B,49);
2023-05-26;23:39:09.990;DriverRead;MBDRV: Response to read command OK (res=0, item='running_data', slave=247, addr=65535, func=3 (read holding registers), count=4, val1=0x180C, val2=0x070F;
2023-05-26;23:39:20.040;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=4;
2023-05-26;23:39:20.040;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,04,BB,05);
2023-05-26;23:39:20.040;DriverVerbose;MBDRV: res=0, received 13 bytes (F7,03,08,18,0C,07,0F,20,39,00,00,CA,8D);
2023-05-26;23:39:20.040;DriverRead;MBDRV: Response to read command OK (res=0, item='running_data', slave=247, addr=65535, func=3 (read holding registers), count=4, val1=0x180C, val2=0x070F;
2023-05-26;23:39:30.090;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=4;
2023-05-26;23:39:30.090;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,04,BB,05);
2023-05-26;23:39:30.090;DriverVerbose;MBDRV: res=0, received 13 bytes (F7,03,08,18,0C,07,0F,21,07,00,00,AA,BD);
2023-05-26;23:39:30.090;DriverRead;MBDRV: Response to read command OK (res=0, item='running_data', slave=247, addr=65535, func=3 (read holding registers), count=4, val1=0x180C, val2=0x070F;
2023-05-26;23:39:40.140;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=4;
2023-05-26;23:39:40.140;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,04,BB,05);
2023-05-26;23:39:40.140;DriverVerbose;MBDRV: res=0, received 13 bytes (F7,03,08,18,0C,07,0F,21,11,00,00,4B,79);
2023-05-26;23:39:40.140;DriverRead;MBDRV: Response to read command OK (res=0, item='running_data', slave=247, addr=65535, func=3 (read holding registers), count=4, val1=0x180C, val2=0x070F;
2023-05-26;23:39:50.190;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=4;
2023-05-26;23:39:50.190;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,04,BB,05);
2023-05-26;23:39:50.190;DriverVerbose;MBDRV: res=0, received 13 bytes (F7,03,08,18,0C,07,0F,21,1B,00,00,6B,7B);
2023-05-26;23:39:50.190;DriverRead;MBDRV: Response to read command OK (res=0, item='running_data', slave=247, addr=65535, func=3 (read holding registers), count=4, val1=0x180C, val2=0x070F;
2023-05-26;23:40:00.240;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=4;
2023-05-26;23:40:00.240;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,04,BB,05);
2023-05-26;23:40:00.240;DriverVerbose;MBDRV: res=0, received 13 bytes (F7,03,08,18,0C,07,0F,21,25,00,00,0A,B7);
2023-05-26;23:40:00.240;DriverRead;MBDRV: Response to read command OK (res=0, item='running_data', slave=247, addr=65535, func=3 (read holding registers), count=4, val1=0x180C, val2=0x070F;
2023-05-26;23:40:08.490;CoreWarning;Swapping configurations;
2023-05-26;23:40:08.540;DriverVerbose;ExitOSTask finished(code 0, driver 'MBM');
2023-05-26;23:40:08.540;DriverInfo;MonarcoHatDrv: Close /dev/spidev0.0;
2023-05-26;23:40:08.540;DriverVerbose;ExitOSTask finished(code 0, driver 'MNR');
2023-05-26;23:40:08.540;CoreInfo;Persistent memory: Clearing active flags;
2023-05-26;23:40:08.540;CoreInfo;Persistent memory: Defragmenting;
2023-05-26;23:40:08.540;DriverWarning;MBDRV: Timeout is too big (100ms, should be < 50ms);
2023-05-26;23:40:08.541;DriverInfo;MBDRV: Open OK;
2023-05-26;23:40:08.541;DriverInfo;MonarcoHatDrv: Open /dev/spidev0.0 4000000Hz;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: LibMonarco: monarco_init: OK;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[0]: ADDR=0x000 VAL=0x0000 FLAGS=0x1;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[1]: ADDR=0x001 VAL=0x0000 FLAGS=0x5;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[2]: ADDR=0x002 VAL=0x0000 FLAGS=0x5;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[3]: ADDR=0x003 VAL=0x0000 FLAGS=0x5;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[4]: ADDR=0x004 VAL=0x0000 FLAGS=0x5;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[5]: ADDR=0x005 VAL=0x0000 FLAGS=0x5;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[6]: ADDR=0x006 VAL=0x0000 FLAGS=0x5;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[7]: ADDR=0x007 VAL=0x0000 FLAGS=0x5;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[8]: ADDR=0x008 VAL=0x0000 FLAGS=0x5;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[9]: ADDR=0x00A VAL=0x0001 FLAGS=0x6;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[10]: ADDR=0x010 VAL=0x0060 FLAGS=0x6;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[11]: ADDR=0x011 VAL=0x0038 FLAGS=0x6;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[12]: ADDR=0x024 VAL=0x0000 FLAGS=0x6;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[13]: ADDR=0x025 VAL=0x0000 FLAGS=0x6;
2023-05-26;23:40:08.541;DriverVerbose;MonarcoHatDrv: Open SDC[14]: ADDR=0x00F VAL=0x0096 FLAGS=0x6;
2023-05-26;23:40:08.541;CoreWarning;Configuration has been started.;
2023-05-26;23:40:08.541;CoreInfo;Persistent memory: used 0 blocks (0 Bytes); unused 0 blocks (0 Bytes); free 1 blocks (10232 Bytes);
2023-05-26;23:40:09.941;DriverInfo;MonarcoHatDrv: INIT OK, FW=00002008, HW=00000106, MCU=245D67086194A92E;
2023-05-26;23:40:18.541;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=121;
2023-05-26;23:40:18.541;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,79,7B,24);
2023-05-26;23:40:18.691;DriverError;MBDRV: Read serial device timed out (sum=135, cnt=246, time=141ms);
2023-05-26;23:40:18.691;DriverVerbose;MBDRV: res=-102, received 136 bytes (F7,03,F2,18,0C,07,0F,21,38,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,64,00,05,13,88,00,00,00,02,09,69,00,06,13,87,00,00,00,02,09,4F,00,06,13,87,00,00,00,01,00,01,00,00,00,07,FF,FF,FF,C4,00,00,00,00,00,00,00,00,09,61,00,02,00,00,00,01,00,00,00,00,09,63,00,02,00,00,00,01,00,00,00,02,09,4F,00,02,00,00,00,01,00,00,00,00,00,00,00,27,00,00,00);
2023-05-26;23:40:18.691;DriverVerbose;MBDRV: Read operation failed (item='running_data', func=0 (f0), addr=35100, err=0, nRes=-102);
2023-05-26;23:40:18.691;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=121;
2023-05-26;23:40:18.691;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,79,7B,24);
2023-05-26;23:40:18.841;DriverError;MBDRV: Read serial device failed (sum=101, res=-102, cnt=246);
2023-05-26;23:40:18.841;DriverVerbose;MBDRV: res=-311, received 102 bytes (0D,00,FC,42,00,01,00,B2,00,00,00,C5,40,20,14,EB,0A,68,00,00,FF,FD,00,00,00,00,00,00,00,00,00,01,00,00,00,00,20,02,00,00,00,00,00,00,00,00,00,00,00,00,00,03,00,00,00,02,00,00,00,00,00,0E,00,00,00,00,00,CE,00,00,00,00,00,0E,00,00,00,00,00,01,00,00,00,06,00,04,00,00,00,00,00,00,00,00,40,00,00,00,02,08,FE,F9);
2023-05-26;23:40:18.841;DriverVerbose;MBDRV: Read operation failed (item='running_data', func=0 (f0), addr=35100, err=0, nRes=-311);
2023-05-26;23:40:18.841;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=121;
2023-05-26;23:40:18.841;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,79,7B,24);
2023-05-26;23:40:18.991;DriverError;MBDRV: Read serial device timed out (sum=135, cnt=246, time=141ms);
2023-05-26;23:40:18.991;DriverVerbose;MBDRV: res=-102, received 136 bytes (F7,03,F2,18,0C,07,0F,21,38,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,68,00,05,13,88,00,00,00,02,09,69,00,06,13,88,00,00,00,02,09,50,00,06,13,88,00,00,00,02,00,01,00,00,00,07,FF,FF,FF,C4,00,00,00,00,00,00,00,00,09,62,00,02,00,00,00,01,00,00,00,00,09,63,00,03,00,00,00,01,00,00,00,02,09,4E,00,02,00,00,00,01,00,00,00,00,00,00,00,29,00,00,00);
2023-05-26;23:40:18.991;DriverVerbose;MBDRV: Read operation failed (item='running_data', func=0 (f0), addr=35100, err=0, nRes=-102);
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 11 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.041;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.091;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.141;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.141;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.141;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:19.141;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.041;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=121;
2023-05-26;23:40:29.041;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,79,7B,24);
2023-05-26;23:40:29.191;DriverError;MBDRV: Read serial device timed out (sum=135, cnt=246, time=141ms);
2023-05-26;23:40:29.191;DriverVerbose;MBDRV: res=-102, received 136 bytes (F7,03,F2,18,0C,07,0F,22,06,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,65,00,05,13,88,00,00,00,02,09,6A,00,06,13,87,00,00,00,02,09,50,00,06,13,87,00,00,00,02,00,01,00,00,00,08,FF,FF,FF,BC,00,00,00,00,00,00,00,00,09,62,00,02,00,00,00,01,00,00,00,00,09,64,00,03,00,00,00,01,00,00,00,01,09,4F,00,02,00,00,00,01,00,00,00,00,00,00,00,30,00,00,00);
2023-05-26;23:40:29.191;DriverVerbose;MBDRV: Read operation failed (item='running_data', func=0 (f0), addr=35100, err=0, nRes=-102);
2023-05-26;23:40:29.191;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=121;
2023-05-26;23:40:29.191;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,79,7B,24);
2023-05-26;23:40:29.341;DriverError;MBDRV: Read serial device failed (sum=101, res=-102, cnt=246);
2023-05-26;23:40:29.341;DriverVerbose;MBDRV: res=-311, received 102 bytes (0D,00,FE,4B,00,01,00,B2,00,00,00,C5,40,20,14,EC,0A,69,00,00,FF,FD,00,00,00,00,00,00,00,00,00,01,00,00,00,00,20,02,00,00,00,00,00,00,00,00,00,00,00,00,00,03,00,00,00,02,00,00,00,00,00,0E,00,00,00,00,00,CE,00,00,00,00,00,0E,00,00,00,00,00,01,00,00,00,06,00,04,00,00,00,00,00,00,00,00,40,00,00,00,02,08,91,05);
2023-05-26;23:40:29.341;DriverVerbose;MBDRV: Read operation failed (item='running_data', func=0 (f0), addr=35100, err=0, nRes=-311);
2023-05-26;23:40:29.341;DriverRead;MBDRV: Requesting item='running_data', slave=247, addr=35100, func=3 (read holding registers), count=121;
2023-05-26;23:40:29.341;DriverVerbose;MBDRV: sent 8 bytes (F7,03,89,1C,00,79,7B,24);
2023-05-26;23:40:29.491;DriverError;MBDRV: Read serial device timed out (sum=135, cnt=246, time=141ms);
2023-05-26;23:40:29.491;DriverVerbose;MBDRV: res=-102, received 136 bytes (F7,03,F2,18,0C,07,0F,22,07,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,09,65,00,05,13,87,00,00,00,02,09,6E,00,06,13,87,00,00,00,02,09,54,00,06,13,87,00,00,00,01,00,01,00,00,00,07,FF,FF,FF,BB,00,00,00,00,00,00,00,00,09,62,00,02,00,00,00,01,00,00,00,00,09,64,00,02,00,00,00,01,00,00,00,00,09,4F,00,02,00,00,00,01,00,00,00,00,00,00,00,31,00,00,00);
2023-05-26;23:40:29.491;DriverVerbose;MBDRV: Read operation failed (item='running_data', func=0 (f0), addr=35100, err=0, nRes=-102);
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 11 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
2023-05-26;23:40:29.541;DriverWarning;MBDRV: FLUSH 1 bytes;
